TA,AREA_CLUSTER_OF_AREAS,VENUE_NAME,VENUE_NUMBER,DATE,INDEX
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,Bar Kiwi,3000961,2016-03-01,16
carterton district,Carterton,THE PUBLISHER SPORTS BAR,2000173,2016-03-01,16
central otago district,Clyde/ Millers Flat/ Omakau/ Ophir/ Ranfurly/Roxburgh,DUNSTAN HOTEL,1507,2016-03-01,16
christchurch city including banks peninsula ward,Christchurch Central,NEW CITY HOTEL,1855,2016-03-01,16
christchurch city including banks peninsula ward,Christchurch Central,OXFORD TAVERN,329,2016-03-01,16
christchurch city including banks peninsula ward,Christchurch Central,THE BUCKS HEAD,980,2016-03-01,16
christchurch city including banks peninsula ward,Christchurch Central,THE ROCKPOOL,579,2016-03-01,16
christchurch city including banks peninsula ward,Christchurch Central,THE STOCK X CHANGE BAR & CAFE,978,2016-03-01,16
christchurch city including banks peninsula ward,Christchurch Central,WINNIE BAGOES,326,2016-03-01,16
christchurch city including banks peninsula ward,Bishopdale,FARRINGTONS,1411,2016-03-01,16
christchurch city including banks peninsula ward,Linwood,MACKENZIES HOTEL,1364,2016-03-01,16
christchurch city including banks peninsula ward,Linwood,NUGGETS,955,2016-03-01,16
christchurch city including banks peninsula ward,Linwood,TRISTANS,614,2016-03-01,16
christchurch city including banks peninsula ward,North New Brighton/ Parklands/ Waimari Beach/ New Brighton,ROBBIES QUEENSPARK,1736,2016-03-01,16
gisborne district,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BOLLYWOOD TAVERN,2000104,2016-03-01,16
napier city,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,The Water Bar,678,2016-03-01,16
new plymouth district,New Plymouth Central,Westside Grille,2000280,2016-03-01,16
rotorua district,Rotorua Central,The Outlaw Bar,532,2016-03-01,16
rotorua district,Fenton Park/ Mangakakahi/ Pukehangi,KINGSGATE HOTEL,1921,2016-03-01,16
rotorua district,Hillcrest/ Reporoa/ Tihiotonga,WESTBROOK TAVERN,1031,2016-03-01,16
tararua district,Dannevirke,Saigon Restaurant and Bar,799,2016-03-01,16
waitaki district,Kurow/ Omarama/ Otematata,"Otematata Eatery, Bar & Lodging",1511,2016-03-01,16
wanganui district,Castlecliff/ Gonville/ Wanganui,AVOCA HOTEL,2000221,2016-03-01,16
western bay of plenty district,Te Puke,TE PUKE MEMORIAL RSA,113,2016-03-01,16
western bay of plenty district,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,WAIHI BEACH RSA,377,2016-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,COBB & CO,974,2016-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,KOPE TURF BAR,1311,2016-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,MURUPARA HOTEL,1865,2016-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,OFFICE BAR & GRILL,1358,2016-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,OHOPE CHARTERED CLUB,401,2016-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,THE QUART HOUSE BAR,1891,2016-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE HOTEL,576,2016-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE RSA CLUB,166,2016-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE SPORTFISHING CLUB,1965,2016-03-01,16
auckland city,Otahuhu,MT RICHMOND MOTEL,789,2017-03-01,16
auckland city,Manukau City,GUADA BAR,1395,2017-03-01,16
auckland city,Drury/ Papakura/ Takanini,THOROUGHBRED BAR & RESTAURANT,1071,2017-03-01,16
auckland city,Drury/ Papakura/ Takanini,Blacksmiths,3001081,2017-03-01,16
auckland city,Snell’s Beach/ Wellsford,SALTY DOG,1636,2017-03-01,16
auckland city,Te Atatu,TE ATATU BOATING CLUB,700,2017-03-01,16
auckland city,Pukekohe/Kaiaua/Mercer,The Longkeeper,1609,2017-03-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,THE ORAKEI RETURNED SERVICES ASSOCIATION INCORPORATED,448,2017-03-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,1 UP SPORTS BAR,500,2017-03-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,DOOLAN BROTHERS,1105,2017-03-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,Bar Kiwi,3000961,2017-03-01,16
central otago district,Clyde/ Millers Flat/ Omakau/ Ophir/ Ranfurly/Roxburgh,DUNSTAN HOTEL,1507,2017-03-01,16
christchurch city including banks peninsula ward,North New Brighton/ Parklands/ Waimari Beach/ New Brighton,ROBBIES QUEENSPARK,1736,2017-03-01,16
napier city,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,The Water Bar,678,2017-03-01,16
new plymouth district,New Plymouth Central,Westside Grille,2000280,2017-03-01,16
rotorua district,Rotorua Central,The Outlaw Bar,532,2017-03-01,16
tararua district,Dannevirke,Saigon Restaurant and Bar,799,2017-03-01,16
waitaki district,Kurow/ Omarama/ Otematata,"Otematata Eatery, Bar & Lodging",1511,2017-03-01,16
western bay of plenty district,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,WAIHI BEACH RSA,377,2017-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,COBB & CO,974,2017-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,KOPE TURF BAR,1311,2017-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,MURUPARA HOTEL,1865,2017-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,OFFICE BAR & GRILL,1358,2017-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,OHOPE CHARTERED CLUB,401,2017-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,THE QUART HOUSE BAR,1891,2017-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE HOTEL,576,2017-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE RSA CLUB,166,2017-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE SPORTFISHING CLUB,1965,2017-03-01,16
auckland city,Manukau City,GUADA BAR,1395,2018-03-01,16
auckland city,Drury/ Papakura/ Takanini,THOROUGHBRED BAR & RESTAURANT,1071,2018-03-01,16
auckland city,Drury/ Papakura/ Takanini,Blacksmiths,3001081,2018-03-01,16
auckland city,Snell’s Beach/ Wellsford,SALTY DOG,1636,2018-03-01,16
auckland city,Te Atatu,TE ATATU BOATING CLUB,700,2018-03-01,16
auckland city,Pukekohe/Kaiaua/Mercer,The Longkeeper,1609,2018-03-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,THE ORAKEI RETURNED SERVICES ASSOCIATION INCORPORATED,448,2018-03-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,1 UP SPORTS BAR,500,2018-03-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,DOOLAN BROTHERS,1105,2018-03-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,Bar Kiwi,3000961,2018-03-01,16
central otago district,Clyde/ Millers Flat/ Omakau/ Ophir/ Ranfurly/Roxburgh,DUNSTAN HOTEL,1507,2018-03-01,16
napier city,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,The Water Bar,678,2018-03-01,16
new plymouth district,New Plymouth Central,Westside Grille,2000280,2018-03-01,16
rotorua district,Rotorua Central,The Outlaw Bar,532,2018-03-01,16
tararua district,Dannevirke,Saigon Restaurant and Bar,799,2018-03-01,16
waitaki district,Kurow/ Omarama/ Otematata,"Otematata Eatery, Bar & Lodging",1511,2018-03-01,16
western bay of plenty district,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,WAIHI BEACH RSA,377,2018-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,COBB & CO,974,2018-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,KOPE TURF BAR,1311,2018-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,MURUPARA HOTEL,1865,2018-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,OFFICE BAR & GRILL,1358,2018-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,OHOPE CHARTERED CLUB,401,2018-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,THE QUART HOUSE BAR,1891,2018-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE HOTEL,576,2018-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE RSA CLUB,166,2018-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE SPORTFISHING CLUB,1965,2018-03-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,1 UP SPORTS BAR,500,2019-03-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,Bar Kiwi,3000961,2019-03-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,DOOLAN BROTHERS,1105,2019-03-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,THE ORAKEI RETURNED SERVICES ASSOCIATION INCORPORATED,448,2019-03-01,16
auckland city,Pukekohe/Kaiaua/Mercer,The Longkeeper,1609,2019-03-01,16
central otago district,Clyde/ Millers Flat/ Omakau/ Ophir/ Ranfurly/Roxburgh,DUNSTAN HOTEL,1507,2019-03-01,16
napier city,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,The Water Bar,678,2019-03-01,16
new plymouth district,New Plymouth Central,Westside Grille,2000280,2019-03-01,16
rotorua district,Rotorua Central,The Outlaw Bar,532,2019-03-01,16
tararua district,Dannevirke,Saigon Restaurant and Bar,799,2019-03-01,16
waitaki district,Kurow/ Omarama/ Otematata,"Otematata Eatery, Bar & Lodging",1511,2019-03-01,16
western bay of plenty district,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,WAIHI BEACH RSA,377,2019-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,COBB & CO,974,2019-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,KOPE TURF BAR,1311,2019-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,MURUPARA HOTEL,1865,2019-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,OFFICE BAR & GRILL,1358,2019-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,OHOPE CHARTERED CLUB,401,2019-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,THE QUART HOUSE BAR,1891,2019-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE HOTEL,576,2019-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE RSA CLUB,166,2019-03-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE SPORTFISHING CLUB,1965,2019-03-01,16
auckland city,Avondale/ Grey Lynn/ Herne Bay,SPIDERS BAR,904,2011-09-01,16
carterton district,Carterton,THE PUBLISHER SPORTS BAR,2000173,2011-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,NEW CITY HOTEL,1855,2011-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,OXFORD TAVERN,329,2011-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,THE BUCKS HEAD,980,2011-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,THE ROCKPOOL,579,2011-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,THE STOCK X CHANGE BAR & CAFE,978,2011-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,WINNIE BAGOES,326,2011-09-01,16
christchurch city including banks peninsula ward,Bishopdale,FARRINGTONS,1411,2011-09-01,16
christchurch city including banks peninsula ward,Linwood,MACKENZIES HOTEL,1364,2011-09-01,16
christchurch city including banks peninsula ward,Linwood,NUGGETS,955,2011-09-01,16
christchurch city including banks peninsula ward,Linwood,TRISTANS,614,2011-09-01,16
gisborne district,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BOLLYWOOD TAVERN,2000104,2011-09-01,16
rotorua district,Fenton Park/ Mangakakahi/ Pukehangi,KINGSGATE HOTEL,1921,2011-09-01,16
rotorua district,Hillcrest/ Reporoa/ Tihiotonga,WESTBROOK TAVERN,1031,2011-09-01,16
wanganui district,Castlecliff/ Gonville/ Wanganui,AVOCA HOTEL,2000221,2011-09-01,16
western bay of plenty district,Te Puke,TE PUKE MEMORIAL RSA,113,2011-09-01,16
auckland city,Otahuhu,MT RICHMOND MOTEL,789,2014-09-01,16
auckland city,Avondale/ Grey Lynn/ Herne Bay,SPIDERS BAR,904,2014-09-01,16
auckland city,Manukau City,GUADA BAR,1395,2014-09-01,16
auckland city,Drury/ Papakura/ Takanini,THOROUGHBRED BAR & RESTAURANT,1071,2014-09-01,16
auckland city,Drury/ Papakura/ Takanini,Blacksmiths,3001081,2014-09-01,16
auckland city,Snell’s Beach/ Wellsford,SALTY DOG,1636,2014-09-01,16
auckland city,Te Atatu,TE ATATU BOATING CLUB,700,2014-09-01,16
carterton district,Carterton,THE PUBLISHER SPORTS BAR,2000173,2014-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,NEW CITY HOTEL,1855,2014-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,OXFORD TAVERN,329,2014-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,THE BUCKS HEAD,980,2014-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,THE ROCKPOOL,579,2014-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,THE STOCK X CHANGE BAR & CAFE,978,2014-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,WINNIE BAGOES,326,2014-09-01,16
christchurch city including banks peninsula ward,Bishopdale,FARRINGTONS,1411,2014-09-01,16
christchurch city including banks peninsula ward,Linwood,MACKENZIES HOTEL,1364,2014-09-01,16
christchurch city including banks peninsula ward,Linwood,NUGGETS,955,2014-09-01,16
christchurch city including banks peninsula ward,Linwood,TRISTANS,614,2014-09-01,16
christchurch city including banks peninsula ward,North New Brighton/ Parklands/ Waimari Beach/ New Brighton,ROBBIES QUEENSPARK,1736,2014-09-01,16
gisborne district,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BOLLYWOOD TAVERN,2000104,2014-09-01,16
rotorua district,Fenton Park/ Mangakakahi/ Pukehangi,KINGSGATE HOTEL,1921,2014-09-01,16
rotorua district,Hillcrest/ Reporoa/ Tihiotonga,WESTBROOK TAVERN,1031,2014-09-01,16
wanganui district,Castlecliff/ Gonville/ Wanganui,AVOCA HOTEL,2000221,2014-09-01,16
western bay of plenty district,Te Puke,TE PUKE MEMORIAL RSA,113,2014-09-01,16
auckland city,Otahuhu,MT RICHMOND MOTEL,789,2015-09-01,16
auckland city,Manukau City,GUADA BAR,1395,2015-09-01,16
auckland city,Drury/ Papakura/ Takanini,THOROUGHBRED BAR & RESTAURANT,1071,2015-09-01,16
auckland city,Drury/ Papakura/ Takanini,Blacksmiths,3001081,2015-09-01,16
auckland city,Snell’s Beach/ Wellsford,SALTY DOG,1636,2015-09-01,16
auckland city,Te Atatu,TE ATATU BOATING CLUB,700,2015-09-01,16
auckland city,Avondale/ Grey Lynn/ Herne Bay,SPIDERS BAR,904,2015-09-01,16
carterton district,Carterton,THE PUBLISHER SPORTS BAR,2000173,2015-09-01,16
central otago district,Clyde/ Millers Flat/ Omakau/ Ophir/ Ranfurly/Roxburgh,DUNSTAN HOTEL,1507,2015-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,NEW CITY HOTEL,1855,2015-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,OXFORD TAVERN,329,2015-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,THE BUCKS HEAD,980,2015-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,THE ROCKPOOL,579,2015-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,THE STOCK X CHANGE BAR & CAFE,978,2015-09-01,16
christchurch city including banks peninsula ward,Christchurch Central,WINNIE BAGOES,326,2015-09-01,16
christchurch city including banks peninsula ward,Bishopdale,FARRINGTONS,1411,2015-09-01,16
christchurch city including banks peninsula ward,Linwood,MACKENZIES HOTEL,1364,2015-09-01,16
christchurch city including banks peninsula ward,Linwood,NUGGETS,955,2015-09-01,16
christchurch city including banks peninsula ward,Linwood,TRISTANS,614,2015-09-01,16
christchurch city including banks peninsula ward,North New Brighton/ Parklands/ Waimari Beach/ New Brighton,ROBBIES QUEENSPARK,1736,2015-09-01,16
gisborne district,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BOLLYWOOD TAVERN,2000104,2015-09-01,16
rotorua district,Fenton Park/ Mangakakahi/ Pukehangi,KINGSGATE HOTEL,1921,2015-09-01,16
rotorua district,Hillcrest/ Reporoa/ Tihiotonga,WESTBROOK TAVERN,1031,2015-09-01,16
wanganui district,Castlecliff/ Gonville/ Wanganui,AVOCA HOTEL,2000221,2015-09-01,16
western bay of plenty district,Te Puke,TE PUKE MEMORIAL RSA,113,2015-09-01,16
auckland city,Otahuhu,MT RICHMOND MOTEL,789,2016-09-01,16
auckland city,Manukau City,GUADA BAR,1395,2016-09-01,16
auckland city,Drury/ Papakura/ Takanini,THOROUGHBRED BAR & RESTAURANT,1071,2016-09-01,16
auckland city,Drury/ Papakura/ Takanini,Blacksmiths,3001081,2016-09-01,16
auckland city,Snell’s Beach/ Wellsford,SALTY DOG,1636,2016-09-01,16
auckland city,Te Atatu,TE ATATU BOATING CLUB,700,2016-09-01,16
auckland city,Pukekohe/Kaiaua/Mercer,The Longkeeper,1609,2016-09-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,THE ORAKEI RETURNED SERVICES ASSOCIATION INCORPORATED,448,2016-09-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,1 UP SPORTS BAR,500,2016-09-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,DOOLAN BROTHERS,1105,2016-09-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,Bar Kiwi,3000961,2016-09-01,16
central otago district,Clyde/ Millers Flat/ Omakau/ Ophir/ Ranfurly/Roxburgh,DUNSTAN HOTEL,1507,2016-09-01,16
christchurch city including banks peninsula ward,North New Brighton/ Parklands/ Waimari Beach/ New Brighton,ROBBIES QUEENSPARK,1736,2016-09-01,16
napier city,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,The Water Bar,678,2016-09-01,16
new plymouth district,New Plymouth Central,Westside Grille,2000280,2016-09-01,16
rotorua district,Rotorua Central,The Outlaw Bar,532,2016-09-01,16
tararua district,Dannevirke,Saigon Restaurant and Bar,799,2016-09-01,16
waitaki district,Kurow/ Omarama/ Otematata,"Otematata Eatery, Bar & Lodging",1511,2016-09-01,16
western bay of plenty district,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,WAIHI BEACH RSA,377,2016-09-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,COBB & CO,974,2016-09-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,KOPE TURF BAR,1311,2016-09-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,MURUPARA HOTEL,1865,2016-09-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,OFFICE BAR & GRILL,1358,2016-09-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,OHOPE CHARTERED CLUB,401,2016-09-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,THE QUART HOUSE BAR,1891,2016-09-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE HOTEL,576,2016-09-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE RSA CLUB,166,2016-09-01,16
whakatane district,Whakatane Central/ Murupara/ Ohope/ Poroporo,WHAKATANE SPORTFISHING CLUB,1965,2016-09-01,16
auckland city,Manukau City,GUADA BAR,1395,2017-09-01,16
auckland city,Drury/ Papakura/ Takanini,THOROUGHBRED BAR & RESTAURANT,1071,2017-09-01,16
auckland city,Drury/ Papakura/ Takanini,Blacksmiths,3001081,2017-09-01,16
auckland city,Snell’s Beach/ Wellsford,SALTY DOG,1636,2017-09-01,16
auckland city,Te Atatu,TE ATATU BOATING CLUB,700,2017-09-01,16
auckland city,Pukekohe/Kaiaua/Mercer,The Longkeeper,1609,2017-09-01,16
auckland city,Glendowie/ Orakei/ Newmarket/ Mission Bay/ Remuera/ Ellerslie/ Greenlane,THE ORAKEI RETURNED SERVICES ASSOCIATION INCORPORATED,448,2017-09-01,16
